Index,UTC,relPosN,relPosE,CoG
4104,14:17:32.875 02/25/2019,-6.0913,5.8108,135.54
4105,14:17:33.000 02/25/2019,-6.1011,5.8308,135.54
4106,14:17:33.125 02/25/2019,-6.1210,5.8108,135.54
4107,14:17:33.250 02/25/2019,-6.1209,5.8308,135.54
4108,14:17:33.375 02/25/2019,-6.1306,5.8208,135.54
4109,14:17:33.500 02/25/2019,-6.1506,5.7908,135.54
4110,14:17:33.625 02/25/2019,-6.1405,5.7808,135.54
4111,14:17:33.750 02/25/2019,-6.1601,5.7908,135.54
4112,14:17:33.875 02/25/2019,-6.1603,5.8008,135.54
4113,14:17:34.000 02/25/2019,-6.1897,5.7508,135.54
4114,14:17:34.125 02/25/2019,-6.1900,5.7408,135.54
4115,14:17:34.250 02/25/2019,-6.1897,5.7508,135.54
4116,14:17:34.375 02/25/2019,-6.2094,5.7808,135.54
4117,14:17:34.500 02/25/2019,-6.2095,5.7208,135.54
4118,14:17:34.625 02/25/2019,-6.2193,5.7308,135.54
4119,14:17:34.750 02/25/2019,-6.2390,5.7208,135.54
4120,14:17:34.875 02/25/2019,-6.2488,5.7408,135.54
4121,14:17:35.000 02/25/2019,-6.2292,5.7208,135.54
4122,14:17:35.125 02/25/2019,-6.2587,5.6808,135.54
4123,14:17:35.250 02/25/2019,-6.2488,5.7608,135.54
4124,14:17:35.375 02/25/2019,-6.2882,5.6708,135.54
4125,14:17:35.500 02/25/2019,-6.2686,5.7308,135.54
4126,14:17:35.625 02/25/2019,-6.2981,5.6808,135.54
4127,14:17:35.750 02/25/2019,-6.2685,5.7008,135.54
4128,14:17:35.875 02/25/2019,-6.2982,5.6808,135.54
4129,14:17:36.000 02/25/2019,-6.2981,5.6708,135.54
4130,14:17:36.125 02/25/2019,-6.3178,5.6608,135.54
4131,14:17:36.250 02/25/2019,-6.3080,5.6808,135.54
4132,14:17:36.375 02/25/2019,-6.3377,5.6808,135.54
4133,14:17:36.500 02/25/2019,-6.3277,5.6308,135.54
4134,14:17:36.625 02/25/2019,-6.3276,5.6608,135.54
4135,14:17:36.750 02/25/2019,-6.3276,5.6708,135.54
4136,14:17:36.875 02/25/2019,-6.3574,5.6508,135.54
4137,14:17:37.000 02/25/2019,-6.3276,5.6408,135.54
4138,14:17:37.125 02/25/2019,-6.3573,5.6708,135.54
4139,14:17:37.250 02/25/2019,-6.3928,5.6408,135.54
4140,14:17:37.375 02/25/2019,-6.4026,5.6308,135.54
4141,14:17:37.500 02/25/2019,-6.4027,5.6608,135.54
4142,14:17:37.625 02/25/2019,-6.4026,5.6308,135.54
4143,14:17:37.750 02/25/2019,-6.4027,5.6308,135.54
4144,14:17:37.875 02/25/2019,-6.4222,5.6208,135.54
4145,14:17:38.000 02/25/2019,-6.4420,5.6108,135.54
4146,14:17:38.125 02/25/2019,-6.4323,5.6208,135.54
4147,14:17:38.250 02/25/2019,-6.4321,5.6208,135.54
4148,14:17:38.375 02/25/2019,-6.4519,5.6108,135.54
4149,14:17:38.500 02/25/2019,-6.4519,5.5708,135.54
4150,14:17:38.625 02/25/2019,-6.4618,5.5908,135.54
4151,14:17:38.750 02/25/2019,-6.4915,5.5808,135.54
4152,14:17:38.875 02/25/2019,-6.4716,5.5808,135.54
4153,14:17:39.000 02/25/2019,-6.4817,5.5708,135.54
4154,14:17:39.125 02/25/2019,-6.4914,5.5508,135.54
4155,14:17:39.250 02/25/2019,-6.4915,5.5608,135.54
4156,14:17:39.375 02/25/2019,-6.5111,5.5608,135.54
4157,14:17:39.500 02/25/2019,-6.5309,5.5308,135.54
4158,14:17:39.625 02/25/2019,-6.5012,5.5708,135.54
4159,14:17:39.750 02/25/2019,-6.5113,5.5608,135.54
4160,14:17:39.875 02/25/2019,-6.5406,5.5308,135.54
4161,14:17:40.000 02/25/2019,-6.5310,5.5508,135.54
4162,14:17:40.125 02/25/2019,-6.5505,5.5408,135.54
4163,14:17:40.250 02/25/2019,-6.5603,5.5108,135.54
4164,14:17:40.375 02/25/2019,-6.5603,5.5408,135.54
4165,14:17:40.500 02/25/2019,-6.5503,5.5008,135.54
4166,14:17:40.625 02/25/2019,-6.5702,5.5208,135.54
4167,14:17:40.750 02/25/2019,-6.6000,5.4808,135.54
4168,14:17:40.875 02/25/2019,-6.5799,5.5208,135.54
4169,14:17:41.000 02/25/2019,-6.6097,5.4908,135.54
4170,14:17:41.125 02/25/2019,-6.6097,5.4608,135.54
4171,14:17:41.250 02/25/2019,-6.6096,5.4908,135.54
4172,14:17:41.375 02/25/2019,-6.6096,5.4708,135.54
4173,14:17:41.500 02/25/2019,-6.6194,5.4608,135.54
4174,14:17:41.625 02/25/2019,-6.6394,5.4808,135.54
4175,14:17:41.750 02/25/2019,-6.6491,5.4408,135.54
4176,14:17:41.875 02/25/2019,-6.6392,5.4608,135.54
4177,14:17:42.000 02/25/2019,-6.6491,5.4508,135.54
4178,14:17:42.125 02/25/2019,-6.6491,5.4308,135.54
4179,14:17:42.250 02/25/2019,-6.6686,5.4308,135.54
4180,14:17:42.375 02/25/2019,-6.6589,5.4708,135.54
4181,14:17:42.500 02/25/2019,-6.6984,5.3708,135.54
4182,14:17:42.625 02/25/2019,-6.6787,5.4108,135.54
4183,14:17:42.750 02/25/2019,-6.6985,5.4108,135.54
4184,14:17:42.875 02/25/2019,-6.7181,5.3708,135.54
4185,14:17:43.000 02/25/2019,-6.7082,5.4108,135.54
4186,14:17:43.125 02/25/2019,-6.6884,5.4108,135.54
4187,14:17:43.250 02/25/2019,-6.7378,5.3908,135.54
4188,14:17:43.375 02/25/2019,-6.7280,5.3708,135.54
4189,14:17:43.500 02/25/2019,-6.7475,5.3808,135.54
4190,14:17:43.625 02/25/2019,-6.7280,5.3908,135.54
4191,14:17:43.750 02/25/2019,-6.7673,5.3808,135.54
4192,14:17:43.875 02/25/2019,-6.7474,5.4008,135.54
4193,14:17:44.000 02/25/2019,-6.7674,5.3408,135.54
4194,14:17:44.125 02/25/2019,-6.7870,5.3608,135.54
4195,14:17:44.250 02/25/2019,-6.7870,5.3408,135.54
4196,14:17:44.375 02/25/2019,-6.7872,5.3508,135.54
4197,14:17:44.500 02/25/2019,-6.7871,5.3208,135.54
4198,14:17:44.625 02/25/2019,-6.8066,5.3108,135.54
4199,14:17:44.750 02/25/2019,-6.8167,5.3408,135.54
4200,14:17:44.875 02/25/2019,-6.8265,5.3008,135.54
4201,14:17:45.000 02/25/2019,-6.8264,5.3008,135.54
4202,14:17:45.125 02/25/2019,-6.8265,5.3008,135.54
4203,14:17:45.250 02/25/2019,-6.8460,5.3008,135.54
4204,14:17:45.375 02/25/2019,-6.8463,5.3108,135.54
4205,14:17:45.500 02/25/2019,-6.8659,5.2708,135.54
4206,14:17:45.625 02/25/2019,-6.8559,5.2808,135.54
4207,14:17:45.750 02/25/2019,-6.8757,5.2608,135.54
4208,14:17:45.875 02/25/2019,-6.8955,5.2608,135.54
4209,14:17:46.000 02/25/2019,-6.9054,5.2408,135.54
4210,14:17:46.125 02/25/2019,-6.8952,5.2608,135.54
4211,14:17:46.250 02/25/2019,-6.9152,5.2408,135.54
4212,14:17:46.375 02/25/2019,-6.9447,5.2408,135.54
4213,14:17:46.500 02/25/2019,-6.9347,5.2308,135.54
4214,14:17:46.625 02/25/2019,-6.9545,5.2208,135.54
4215,14:17:46.750 02/25/2019,-6.9449,5.2208,135.54
4216,14:17:46.875 02/25/2019,-6.9645,5.2208,135.54
4217,14:17:47.000 02/25/2019,-6.9941,5.1808,135.54
4218,14:17:47.125 02/25/2019,-6.9939,5.1708,135.54
4219,14:17:47.250 02/25/2019,-7.0040,5.1808,135.54
4220,14:17:47.375 02/25/2019,-7.0039,5.1708,135.54
4221,14:17:47.500 02/25/2019,-6.9845,5.1708,135.54
4222,14:17:47.625 02/25/2019,-6.9451,5.1208,135.54
4223,14:17:47.750 02/25/2019,-6.9253,5.1308,135.54
4224,14:17:47.875 02/25/2019,-6.9064,5.0808,135.54
4225,14:17:48.000 02/25/2019,-6.8568,5.0708,135.54
4226,14:17:48.125 02/25/2019,-6.8081,5.1108,135.54
4227,14:17:48.250 02/25/2019,-6.7687,5.0908,135.54
4228,14:17:48.375 02/25/2019,-6.7295,5.0708,135.54
4229,14:17:48.500 02/25/2019,-6.6903,5.0308,135.54
4230,14:17:48.625 02/25/2019,-6.6513,5.0508,135.54
4231,14:17:48.750 02/25/2019,-6.6414,4.9808,135.54
4232,14:17:48.875 02/25/2019,-6.5728,5.0108,135.54
4233,14:17:49.000 02/25/2019,-6.5278,5.0008,135.54
4234,14:17:49.125 02/25/2019,-6.4885,4.9908,135.54
4235,14:17:49.250 02/25/2019,-6.4394,4.9408,135.54
4236,14:17:49.375 02/25/2019,-3.1403,4.1305,135.54
4237,14:17:49.500 02/25/2019,-2.0052,3.7705,135.54
4238,14:17:49.625 02/25/2019,-1.4452,3.5804,135.54
4239,14:17:49.750 02/25/2019,-1.1110,3.4404,135.54
4240,14:17:49.875 02/25/2019,-0.8693,3.3304,135.54
4241,14:17:50.000 02/25/2019,-0.6922,3.2904,135.54
4242,14:17:50.125 02/25/2019,-0.7221,3.2704,135.54
4243,14:17:50.250 02/25/2019,-0.7123,3.2704,135.54
4244,14:17:50.375 02/25/2019,-0.3053,3.6604,135.54
4245,14:17:50.500 02/25/2019,-0.0374,3.8904,135.54
4246,14:17:50.625 02/25/2019,0.1412,4.0304,135.54
4247,14:17:50.750 02/25/2019,0.2700,4.1304,135.54
4248,14:17:50.875 02/25/2019,0.3891,4.2103,135.54
4249,14:17:51.000 02/25/2019,0.4884,4.2703,135.54
4250,14:17:51.125 02/25/2019,0.5577,4.3103,135.54
4251,14:17:51.250 02/25/2019,0.6272,4.3603,135.54
4252,14:17:51.375 02/25/2019,0.6767,4.3803,135.54
4253,14:17:51.500 02/25/2019,0.7263,4.3903,135.54
4254,14:17:51.625 02/25/2019,0.7560,4.4003,135.54
4255,14:17:51.750 02/25/2019,0.7957,4.4003,135.54
4256,14:17:51.875 02/25/2019,0.8254,4.4103,135.54
4257,14:17:52.000 02/25/2019,0.8451,4.4203,135.54
4258,14:17:52.125 02/25/2019,0.8850,4.4203,135.54
4259,14:17:52.250 02/25/2019,0.9047,4.4303,135.54
4260,14:17:52.375 02/25/2019,0.9145,4.4303,135.54
4261,14:17:52.500 02/25/2019,0.9543,4.4503,135.54
4262,14:17:52.625 02/25/2019,0.9641,4.4503,135.54
4263,14:17:52.750 02/25/2019,0.9839,4.4503,135.54
4264,14:17:52.875 02/25/2019,1.0037,4.4603,135.54
4265,14:17:53.000 02/25/2019,1.0235,4.4603,135.54
4266,14:17:53.125 02/25/2019,1.0434,4.4703,135.54
4267,14:17:53.250 02/25/2019,1.0532,4.4503,135.54
4268,14:17:53.375 02/25/2019,1.0632,4.4803,135.54
4269,14:17:53.500 02/25/2019,1.0730,4.4703,135.54
4270,14:17:53.625 02/25/2019,1.0829,4.4803,135.54
4271,14:17:53.750 02/25/2019,1.0928,4.4903,135.54
4272,14:17:53.875 02/25/2019,1.0927,4.5003,135.54
4273,14:17:54.000 02/25/2019,1.1027,4.5103,135.54
4274,14:17:54.125 02/25/2019,1.1225,4.4903,135.54
4275,14:17:54.250 02/25/2019,1.1124,4.5003,135.54
4276,14:17:54.375 02/25/2019,1.1324,4.5203,135.54
4277,14:17:54.500 02/25/2019,1.1422,4.5003,135.54
4278,14:17:54.625 02/25/2019,1.1521,4.5003,135.54
4279,14:17:54.750 02/25/2019,1.1520,4.4903,135.54
4280,14:17:54.875 02/25/2019,1.1619,4.5103,135.54
4281,14:17:55.000 02/25/2019,1.1718,4.5003,135.54
4282,14:17:55.125 02/25/2019,1.1817,4.5003,135.54
4283,14:17:55.250 02/25/2019,1.1916,4.5003,135.54
4284,14:17:55.375 02/25/2019,1.1717,4.5203,135.54
4285,14:17:55.500 02/25/2019,1.1718,4.5403,135.54
4286,14:17:55.625 02/25/2019,1.1618,4.5603,135.54
4287,14:17:55.750 02/25/2019,1.1419,4.5603,135.54
4288,14:17:55.875 02/25/2019,1.1420,4.5803,135.54
4289,14:17:56.000 02/25/2019,1.1321,4.5703,135.54
4290,14:17:56.125 02/25/2019,1.1321,4.5803,135.54
4291,14:17:56.250 02/25/2019,1.1222,4.5903,135.54
4292,14:17:56.375 02/25/2019,1.1022,4.5803,135.54
4293,14:17:56.500 02/25/2019,1.1024,4.6203,135.54
4294,14:17:56.625 02/25/2019,1.0924,4.6003,135.54
4295,14:17:56.750 02/25/2019,1.0925,4.6103,135.54
4296,14:17:56.875 02/25/2019,1.0826,4.6103,135.54
4297,14:17:57.000 02/25/2019,1.0626,4.6203,135.54
4298,14:17:57.125 02/25/2019,1.0627,4.6403,135.54
4299,14:17:57.250 02/25/2019,1.0528,4.6503,135.54
4300,14:17:57.375 02/25/2019,1.0428,4.6503,135.54
4301,14:17:57.500 02/25/2019,1.0430,4.6403,135.54
4302,14:17:57.625 02/25/2019,1.0329,4.6703,135.54
4303,14:17:57.750 02/25/2019,1.0231,4.6803,135.54
4304,14:17:57.875 02/25/2019,1.0131,4.6603,135.54
4305,14:17:58.000 02/25/2019,1.0031,4.6703,135.54
4306,14:17:58.125 02/25/2019,1.0031,4.6603,135.54
4307,14:17:58.250 02/25/2019,0.9933,4.7003,135.54
4308,14:17:58.375 02/25/2019,0.9833,4.6903,135.54
4309,14:17:58.500 02/25/2019,0.9733,4.6803,135.54
4310,14:17:58.625 02/25/2019,0.9734,4.6903,135.54
4311,14:17:58.750 02/25/2019,0.9734,4.6903,135.54
4312,14:17:58.875 02/25/2019,0.9534,4.7003,135.54
4313,14:17:59.000 02/25/2019,0.9535,4.7103,135.54
4314,14:17:59.125 02/25/2019,0.9335,4.7003,135.54
4315,14:17:59.250 02/25/2019,0.9335,4.7003,135.54
4316,14:17:59.375 02/25/2019,0.9335,4.7003,135.54
4317,14:17:59.500 02/25/2019,0.9237,4.7203,135.54
4318,14:17:59.625 02/25/2019,0.9036,4.6903,135.54
4319,14:17:59.750 02/25/2019,0.9137,4.7303,135.54
4320,14:17:59.875 02/25/2019,0.9037,4.7103,135.54
4321,14:18:00.000 02/25/2019,0.8938,4.7203,135.54
4322,14:18:00.125 02/25/2019,0.8938,4.7103,135.54
4323,14:18:00.250 02/25/2019,0.8838,4.7103,135.54
4324,14:18:00.375 02/25/2019,0.8839,4.7303,135.54
4325,14:18:00.500 02/25/2019,0.8739,4.7403,135.54
4326,14:18:00.625 02/25/2019,0.8639,4.7403,135.54
4327,14:18:00.750 02/25/2019,0.8739,4.7503,135.54
4328,14:18:00.875 02/25/2019,0.8439,4.7203,135.54
4329,14:18:01.000 02/25/2019,0.8540,4.7503,135.54
4330,14:18:01.125 02/25/2019,0.8340,4.7103,135.54
4331,14:18:01.250 02/25/2019,0.8440,4.7603,135.54
4332,14:18:01.375 02/25/2019,0.8439,4.7503,135.54
4333,14:18:01.500 02/25/2019,0.8239,4.7703,135.54
4334,14:18:01.625 02/25/2019,0.8239,4.7903,135.54
4335,14:18:01.750 02/25/2019,0.8338,4.7903,135.54
4336,14:18:01.875 02/25/2019,0.8139,4.7903,135.54
4337,14:18:02.000 02/25/2019,0.8140,4.8003,135.54
4338,14:18:02.125 02/25/2019,0.8139,4.7803,135.54
4339,14:18:02.250 02/25/2019,0.8040,4.8003,135.54
4340,14:18:02.375 02/25/2019,0.7839,4.7803,135.54
4341,14:18:02.500 02/25/2019,0.7939,4.8103,135.54
4342,14:18:02.625 02/25/2019,0.7739,4.7503,135.54
4343,14:18:02.750 02/25/2019,0.7839,4.7803,135.54
4344,14:18:02.875 02/25/2019,0.7640,4.7703,135.54
4345,14:18:03.000 02/25/2019,0.7739,4.7803,135.54
4346,14:18:03.125 02/25/2019,0.7639,4.7803,135.54
4347,14:18:03.250 02/25/2019,0.7540,4.7903,135.54
4348,14:18:03.375 02/25/2019,0.7439,4.7703,135.54
4349,14:18:03.500 02/25/2019,0.7439,4.7803,135.54
4350,14:18:03.625 02/25/2019,0.7439,4.7703,135.54
4351,14:18:03.750 02/25/2019,0.7339,4.7803,135.54
4352,14:18:03.875 02/25/2019,0.7439,4.7703,135.54
4353,14:18:04.000 02/25/2019,0.7239,4.7703,135.54
4354,14:18:04.125 02/25/2019,0.7240,4.7803,135.54
4355,14:18:04.250 02/25/2019,0.7139,4.7603,135.54
4356,14:18:04.375 02/25/2019,0.7139,4.7703,135.54
4357,14:18:04.500 02/25/2019,0.7039,4.7703,135.54
4358,14:18:04.625 02/25/2019,0.7039,4.7603,135.54
4359,14:18:04.750 02/25/2019,0.7039,4.7603,135.54
4360,14:18:04.875 02/25/2019,0.6939,4.7603,135.54
4361,14:18:05.000 02/25/2019,0.6838,4.7603,135.54
4362,14:18:05.125 02/25/2019,0.6938,4.7503,135.54
4363,14:18:05.250 02/25/2019,0.6838,4.7603,135.54
4364,14:18:05.375 02/25/2019,0.6738,4.7603,135.54
4365,14:18:05.500 02/25/2019,0.6738,4.7603,135.54
4366,14:18:05.625 02/25/2019,0.6737,4.7603,135.54
4367,14:18:05.750 02/25/2019,0.6638,4.7703,135.54
4368,14:18:05.875 02/25/2019,0.6637,4.7503,135.54
4369,14:18:06.000 02/25/2019,0.6638,4.7703,135.54
4370,14:18:06.125 02/25/2019,0.6537,4.7703,135.54
4371,14:18:06.250 02/25/2019,0.6537,4.7703,135.54
4372,14:18:06.375 02/25/2019,0.6437,4.7803,135.54
4373,14:18:06.500 02/25/2019,0.6436,4.7403,135.54
4374,14:18:06.625 02/25/2019,0.6337,4.7603,135.54
4375,14:18:06.750 02/25/2019,0.6436,4.7603,135.54
4376,14:18:06.875 02/25/2019,0.6336,4.7603,135.54
4377,14:18:07.000 02/25/2019,0.6236,4.7403,135.54
4378,14:18:07.125 02/25/2019,0.6235,4.7603,135.54
4379,14:18:07.250 02/25/2019,0.6234,4.7503,135.54
4380,14:18:07.375 02/25/2019,0.6235,4.7603,135.54
4381,14:18:07.500 02/25/2019,0.6134,4.7303,135.54
4382,14:18:07.625 02/25/2019,0.6135,4.7603,135.54
4383,14:18:07.750 02/25/2019,0.6034,4.7503,135.54
4384,14:18:07.875 02/25/2019,0.6034,4.7403,135.54
4385,14:18:08.000 02/25/2019,0.6034,4.7603,135.54
4386,14:18:08.125 02/25/2019,0.6033,4.7403,135.54
4387,14:18:08.250 02/25/2019,0.5933,4.7403,135.54
4388,14:18:08.375 02/25/2019,0.5933,4.7503,135.54
4389,14:18:08.500 02/25/2019,0.5833,4.7503,135.54
4390,14:18:08.625 02/25/2019,0.5833,4.7503,135.54
4391,14:18:08.750 02/25/2019,0.5832,4.7303,135.54
4392,14:18:08.875 02/25/2019,0.5833,4.7703,135.54
4393,14:18:09.000 02/25/2019,0.5733,4.7303,135.54
4394,14:18:09.125 02/25/2019,0.5831,4.7503,135.54
4395,14:18:09.250 02/25/2019,0.5732,4.7403,135.54
4396,14:18:09.375 02/25/2019,0.5732,4.7603,135.54
4397,14:18:09.500 02/25/2019,0.5632,4.7403,135.54
4398,14:18:09.625 02/25/2019,0.5830,4.7703,135.54
4399,14:18:09.750 02/25/2019,0.5631,4.7503,135.54
4400,14:18:09.875 02/25/2019,0.5632,4.7703,135.54
4401,14:18:10.000 02/25/2019,0.5631,4.7603,135.54
4402,14:18:10.125 02/25/2019,0.5630,4.7703,135.54
4403,14:18:10.250 02/25/2019,0.5531,4.7603,135.54
4404,14:18:10.375 02/25/2019,0.5529,4.7403,135.54
4405,14:18:10.500 02/25/2019,0.5530,4.7603,135.54
4406,14:18:10.625 02/25/2019,0.5430,4.7503,135.54
4407,14:18:10.750 02/25/2019,0.5430,4.7703,135.54
4408,14:18:10.875 02/25/2019,0.5429,4.7603,135.54
4409,14:18:11.000 02/25/2019,0.5530,4.7703,135.54
4410,14:18:11.125 02/25/2019,0.5330,4.7603,135.54
4411,14:18:11.250 02/25/2019,0.5430,4.7803,135.54
4412,14:18:11.375 02/25/2019,0.5429,4.7603,135.54
4413,14:18:11.500 02/25/2019,0.5229,4.7503,135.54
4414,14:18:11.625 02/25/2019,0.5429,4.7703,135.54
4415,14:18:11.750 02/25/2019,0.5329,4.7803,135.54
4416,14:18:11.875 02/25/2019,0.5329,4.7903,135.54
4417,14:18:12.000 02/25/2019,0.5229,4.7903,135.54
4418,14:18:12.125 02/25/2019,0.5330,4.7903,135.54
4419,14:18:12.250 02/25/2019,0.5328,4.8003,135.54
4420,14:18:12.375 02/25/2019,0.5229,4.8003,135.54
4421,14:18:12.500 02/25/2019,0.5229,4.8003,135.54
4422,14:18:12.625 02/25/2019,0.5330,4.8003,135.54
4423,14:18:12.750 02/25/2019,0.5229,4.8003,135.54
4424,14:18:12.875 02/25/2019,0.5329,4.8303,135.54
4425,14:18:13.000 02/25/2019,0.5128,4.7903,135.54
4426,14:18:13.125 02/25/2019,0.5329,4.8303,135.54
4427,14:18:13.250 02/25/2019,0.5129,4.8003,135.54
4428,14:18:13.375 02/25/2019,0.5329,4.8303,135.54
4429,14:18:13.500 02/25/2019,0.5128,4.8003,135.54
4430,14:18:13.625 02/25/2019,0.5229,4.8303,135.54
4431,14:18:13.750 02/25/2019,0.5129,4.8203,135.54
4432,14:18:13.875 02/25/2019,0.5128,4.8203,135.54
4433,14:18:14.000 02/25/2019,0.5029,4.8203,135.54
4434,14:18:14.125 02/25/2019,0.5229,4.8303,135.54
4435,14:18:14.250 02/25/2019,0.5128,4.8203,135.54
4436,14:18:14.375 02/25/2019,0.5029,4.8403,135.54
4437,14:18:14.500 02/25/2019,0.5029,4.8303,135.54
4438,14:18:14.625 02/25/2019,0.5028,4.8403,135.54
4439,14:18:14.750 02/25/2019,0.5029,4.8403,135.54
4440,14:18:14.875 02/25/2019,0.5028,4.8403,135.54
4441,14:18:15.000 02/25/2019,0.5029,4.8603,135.54
4442,14:18:15.125 02/25/2019,0.4929,4.8403,135.54
4443,14:18:15.250 02/25/2019,0.4929,4.8503,135.54
4444,14:18:15.375 02/25/2019,0.5128,4.8603,135.54
4445,14:18:15.500 02/25/2019,0.5028,4.8503,135.54
4446,14:18:15.625 02/25/2019,0.4929,4.8603,135.54
4447,14:18:15.750 02/25/2019,0.4928,4.8503,135.54
4448,14:18:15.875 02/25/2019,0.4929,4.8603,135.54
4449,14:18:16.000 02/25/2019,0.5028,4.8503,135.54
4450,14:18:16.125 02/25/2019,0.4929,4.8603,135.54
4451,14:18:16.250 02/25/2019,0.4929,4.8703,135.54
4452,14:18:16.375 02/25/2019,0.4929,4.8703,135.54
4453,14:18:16.500 02/25/2019,0.4929,4.8903,135.54
4454,14:18:16.625 02/25/2019,0.4830,4.8803,135.54
4455,14:18:16.750 02/25/2019,0.4729,4.8903,135.54
4456,14:18:16.875 02/25/2019,0.4930,4.9003,135.54
4457,14:18:17.000 02/25/2019,0.4929,4.8903,135.54
4458,14:18:17.125 02/25/2019,0.4829,4.8803,135.54
4459,14:18:17.250 02/25/2019,0.4830,4.8903,135.54
4460,14:18:17.375 02/25/2019,0.4929,4.8703,135.54
4461,14:18:17.500 02/25/2019,0.4830,4.8903,135.54
4462,14:18:17.625 02/25/2019,0.4830,4.9003,135.54
4463,14:18:17.750 02/25/2019,0.4730,4.8803,135.54
4464,14:18:17.875 02/25/2019,0.4829,4.8903,135.54
4465,14:18:18.000 02/25/2019,0.4830,4.8903,135.54
4466,14:18:18.125 02/25/2019,0.4929,4.8903,135.54
4467,14:18:18.250 02/25/2019,0.4730,4.8903,135.54
4468,14:18:18.375 02/25/2019,0.4830,4.9003,135.54
4469,14:18:18.500 02/25/2019,0.4829,4.8903,135.54
4470,14:18:18.625 02/25/2019,0.4831,4.9103,135.54
4471,14:18:18.750 02/25/2019,0.4830,4.9103,135.54
4472,14:18:18.875 02/25/2019,0.4831,4.9103,135.54
4473,14:18:19.000 02/25/2019,0.4730,4.9003,135.54
4474,14:18:19.125 02/25/2019,0.4830,4.9303,135.54
4475,14:18:19.250 02/25/2019,0.4731,4.9203,135.54
4476,14:18:19.375 02/25/2019,0.4931,4.9303,135.54
4477,14:18:19.500 02/25/2019,0.4731,4.9103,135.54
4478,14:18:19.625 02/25/2019,0.4831,4.9203,135.54
4479,14:18:19.750 02/25/2019,0.4631,4.9203,135.54
4480,14:18:19.875 02/25/2019,0.4731,4.9203,135.54
4481,14:18:20.000 02/25/2019,0.4632,4.9203,135.54
4482,14:18:20.125 02/25/2019,0.4731,4.9303,135.54
4483,14:18:20.250 02/25/2019,0.4731,4.9303,135.54
4484,14:18:20.375 02/25/2019,0.4831,4.9403,135.54
4485,14:18:20.500 02/25/2019,0.4731,4.9303,135.54
4486,14:18:20.625 02/25/2019,0.4731,4.9403,135.54
4487,14:18:20.750 02/25/2019,0.4831,4.9403,135.54
4488,14:18:20.875 02/25/2019,0.4632,4.9403,135.54
4489,14:18:21.000 02/25/2019,0.4831,4.9403,135.54
4490,14:18:21.125 02/25/2019,0.4731,4.9503,135.54
4491,14:18:21.250 02/25/2019,0.4733,4.9703,135.54
4492,14:18:21.375 02/25/2019,0.4832,4.9703,135.54
4493,14:18:21.500 02/25/2019,0.4732,4.9403,135.54
4494,14:18:21.625 02/25/2019,0.4833,4.9903,135.54
4495,14:18:21.750 02/25/2019,0.4832,4.9803,135.54
4496,14:18:21.875 02/25/2019,0.4733,4.9703,135.54
4497,14:18:22.000 02/25/2019,0.4833,5.0003,135.54
4498,14:18:22.125 02/25/2019,0.4734,5.0003,135.54
4499,14:18:22.250 02/25/2019,0.4833,4.9903,135.54
4500,14:18:22.375 02/25/2019,0.4933,4.9903,135.54
4501,14:18:22.500 02/25/2019,0.4734,4.9903,135.54
4502,14:18:22.625 02/25/2019,0.4834,5.0103,135.54
4503,14:18:22.750 02/25/2019,0.4834,5.0203,135.54
4504,14:18:22.875 02/25/2019,0.4834,5.0203,135.54
4505,14:18:23.000 02/25/2019,0.4734,5.0103,135.54
4506,14:18:23.125 02/25/2019,0.4734,5.0003,135.54
4507,14:18:23.250 02/25/2019,0.4734,5.0103,135.54
4508,14:18:23.375 02/25/2019,0.4834,5.0203,135.54
4509,14:18:23.500 02/25/2019,0.4834,5.0203,135.54
4510,14:18:23.625 02/25/2019,0.4734,5.0403,135.54
4511,14:18:23.750 02/25/2019,0.4735,5.0203,135.54
4512,14:18:23.875 02/25/2019,0.4835,5.0503,135.54
4513,14:18:24.000 02/25/2019,0.4734,5.0303,135.54
4514,14:18:24.125 02/25/2019,0.4835,5.0603,135.54
4515,14:18:24.250 02/25/2019,0.4735,5.0503,135.54
4516,14:18:24.375 02/25/2019,0.4835,5.0503,135.54
4517,14:18:24.500 02/25/2019,0.4735,5.0503,135.54
4518,14:18:24.625 02/25/2019,0.4735,5.0403,135.54
4519,14:18:24.750 02/25/2019,0.4736,5.0603,135.54
4520,14:18:24.875 02/25/2019,0.4737,5.0603,135.54
4521,14:18:25.000 02/25/2019,0.4836,5.0503,135.54
4522,14:18:25.125 02/25/2019,0.4736,5.0403,135.54
4523,14:18:25.250 02/25/2019,0.4836,5.0603,135.54
4524,14:18:25.375 02/25/2019,0.4736,5.0403,135.54
4525,14:18:25.500 02/25/2019,0.4737,5.0603,135.54
4526,14:18:25.625 02/25/2019,0.4736,5.0303,135.54
4527,14:18:25.750 02/25/2019,0.4835,5.0403,135.54
4528,14:18:25.875 02/25/2019,0.4835,5.0403,135.54
4529,14:18:26.000 02/25/2019,0.4935,5.0403,135.54
4530,14:18:26.125 02/25/2019,0.4835,5.0303,135.54
4531,14:18:26.250 02/25/2019,0.4935,5.0403,135.54
4532,14:18:26.375 02/25/2019,0.4835,5.0303,135.54
4533,14:18:26.500 02/25/2019,0.4935,5.0403,135.54
4534,14:18:26.625 02/25/2019,0.4935,5.0203,135.54
4535,14:18:26.750 02/25/2019,0.4836,5.0403,135.54
